Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
Indus Towers,https://scanx.trade/company/bharti-infratel-ltd,419.85,-0.96%,423.9,"25,10,361","1,10,763.26",11.94,18.4,430,312.55,4.94%,17.23%,25.87%,119.36%,75.60%,3.1,-,22.32%,28.12%,24.54,394.79,376.96,61.76,75.51%,87.20%
Siemens,https://scanx.trade/company/siemens-ltd,"3,100.90",0.09%,"3,098.00","2,29,163","1,10,429.41",52.36,2.59,"3,409.00","2,269.90",-1.99%,-3.13%,-6.27%,120.11%,302.23%,8.34,0.39%,14.98%,22.43%,68.99,"3,163.62","3,077.12",42.13,74.98%,87.49%
ABB,https://scanx.trade/company/abb-ltd,"5,183.00",-0.61%,"5,215.00","54,254","1,09,832.11",62.6,2.59,"7,015.95","4,684.45",2.49%,-1.04%,-24.65%,90.23%,329.57%,42.45,0.85%,21.00%,35.54%,75.95,"5,154.80","5,412.78",51.01,75.96%,87.50%
IDBI Bank,https://scanx.trade/company/idbi-bank-ltd,101.37,0.46%,100.95,"65,67,146","1,08,997.10",11.65,9.52,106.97,65.89,2.47%,10.17%,33.29%,95.51%,217.77%,1.88,2.08%,11.35%,5.31%,5.85,98.67,91.58,58.33,60.00%,75.00%
GMR Airports,https://scanx.trade/company/gmr-infrastructure-ltd,102.45,-0.61%,103.1,"78,45,932","1,08,176.71",-736.07,41.09,110.36,67.75,-1.26%,15.05%,29.44%,164.73%,297.09%,-39.81,-,-86.69%,7.69%,-,99.11,89.45,51.99,75.00%,87.50%
BSE,https://scanx.trade/company/bse-ltd,"2,649.00",-0.82%,"2,671.40","27,91,648","1,07,893.53",60.18,41.09,"3,030.00","1,227.32",-5.47%,27.58%,45.83%,1388.12%,3769.41%,20.88,0.29%,22.34%,30.53%,44.38,"2,676.86","2,369.50",45.85,65.00%,79.18%
Lodha Developers,https://scanx.trade/company/macrotech-developers-ltd,"1,073.50",-0.61%,"1,079.40","4,78,206","1,07,183.98",32.35,-2.85,"1,531.00","1,035.15",-7.45%,-8.98%,-23.49%,109.73%,361.46%,5.17,0.39%,8.86%,18.64%,19.37,"1,152.44","1,248.34",36.3,72.22%,85.33%
Dr Reddys Laboratories,https://scanx.trade/company/dr-reddys-laboratories-ltd,"1,269.30",0.28%,"1,265.00","5,94,744","1,05,937.52",18.42,17.31,"1,405.90","1,020.00",3.51%,-2.22%,-6.04%,49.38%,22.01%,2.93,0.63%,19.74%,21.88%,333.59,"1,252.76","1,241.30",51.9,78.00%,91.00%
Bosch,https://scanx.trade/company/bosch-ltd,"35,855.00",-0.94%,"36,045.00","14,945","1,05,749.45",39.79,176.6,"41,945.00","25,921.60",-0.95%,-7.49%,4.21%,107.48%,182.63%,7.62,1.41%,20.65%,18.89%,646.75,"37,049.90","34,787.18",40.78,78.00%,87.50%
Indian Hotels Company,https://scanx.trade/company/indian-hotels-company-ltd,739.6,-0.07%,740.1,"15,96,208","1,05,277.05",57.14,281.14,894.9,672.6,2.56%,-0.86%,-14.26%,135.28%,528.54%,9.1,0.30%,11.86%,17.74%,9.03,729.79,758.16,55.06,76.00%,87.50%
Indian Bank,https://scanx.trade/company/indian-bank-ltd,778.45,0.16%,777.2,"7,10,328","1,04,854.41",9.28,9.74,894.85,473.9,-8.93%,9.92%,43.85%,169.17%,800.98%,1.5,2.09%,13.49%,5.89%,67.86,831.11,676.24,38.82,75.78%,87.50%
Max Healthcare Institute,https://scanx.trade/company/max-healthcare-institute-ltd,"1,074.30",-0.66%,"1,081.50","12,66,460","1,04,447.36",77.46,-84.21,"1,314.30",940.05,-7.05%,-5.20%,-5.68%,141.12%,659.76%,10.46,0.14%,14.89%,11.73%,10.84,"1,127.08","1,157.30",43.54,70.00%,86.95%
United Spirits,https://scanx.trade/company/united-spirits-ltd,"1,428.40",0.44%,"1,422.10","5,78,732","1,03,894.80",63.16,42.5,"1,700.00","1,271.10",-0.20%,5.74%,-8.71%,62.12%,150.88%,12.3,0.84%,19.77%,26.08%,19.42,"1,416.42","1,411.70",50.58,76.00%,87.50%
LG Electronics,https://scanx.trade/company/lg-electronics-india-ltd,"1,522.20",-0.87%,"1,530.00","3,91,312","1,03,322.73",47.25,10.9,"1,749.00","1,515.50",-5.83%,-9.92%,-9.92%,-9.92%,-9.92%,17.44,-,-,45.23%,-,"1,620.89",-,36.07,-,75.00%
CG Power & Industrial Solutions,https://scanx.trade/company/cg-power-and-industrial-solutions-ltd,656,-0.74%,660.9,"6,98,129","1,03,299.07",97.9,2.59,797.55,517.7,-3.95%,-14.82%,-8.08%,155.65%,1422.04%,13.95,0.19%,28.86%,31.58%,5.88,704.35,684.36,35.54,74.12%,87.05%
Apollo Hospitals,https://scanx.trade/company/apollo-hospitals-ltd,"7,156.00",-0.22%,"7,182.00","2,28,172","1,02,892.30",59.64,-84.21,"8,099.50","6,001.00",-2.70%,-6.38%,-1.16%,52.77%,196.55%,11.35,0.18%,12.53%,15.53%,72.05,"7,432.82","7,250.18",47.33,75.00%,91.00%
Ashok Leyland,https://scanx.trade/company/ashok-leyland-ltd,174.68,-0.36%,175.21,"56,86,108","1,02,597.50",29.06,777.5,178.3,95.93,20.81%,22.79%,58.89%,147.25%,266.74%,8.18,1.78%,22.82%,15.46%,8.52,151.88,128.63,71.16,76.00%,87.50%
Mazagon Dock Shipbuilders,https://scanx.trade/company/mazagon-dock-shipbuilders-ltd,"2,541.40",0.04%,"2,540.30","25,91,649","1,02,514.99",43.91,41.09,"3,775.00","1,918.05",-5.39%,-13.56%,9.79%,532.06%,2293.03%,11.5,0.68%,21.98%,34.51%,96.04,"2,661.73","2,851.04",48.6,66.44%,81.10%
Groww,https://scanx.trade/company/billionbrains-garage-ventures-ltd,165.23,0.98%,164.89,"5,37,50,534","1,02,006.34",55.32,-3.94,193.8,112,8.85%,25.81%,25.81%,25.81%,25.81%,15.05,-,-,49.28%,-,-,-,63.29,-,80.00%
Jindal Steel,https://scanx.trade/company/jindal-steel-ltd,986.5,-1.25%,997.9,"7,80,164","1,00,631.69",36.67,22.81,"1,098.00",723.35,-3.41%,-6.28%,4.65%,86.71%,280.52%,2.05,0.20%,13.28%,8.16%,54.82,"1,034.60",974.62,38.91,76.00%,87.50%
Hindustan Petroleum,https://scanx.trade/company/hindustan-petroleum-ltd,467.7,-0.64%,470.7,"10,95,275","99,518.26",7.19,12.6,494.45,287.55,1.00%,10.07%,13.29%,203.84%,228.37%,1.76,2.23%,34.13%,12.56%,46.45,464.53,416.05,54.15,74.69%,87.41%
Persistent Systems,https://scanx.trade/company/persistent-systems-ltd,"6,300.50",-0.82%,"6,353.00","2,87,268","98,539.82",60.2,33.59,"6,768.80","4,148.95",-1.16%,21.36%,-0.79%,230.67%,769.36%,14.02,0.54%,22.06%,28.61%,76.02,"6,148.77","5,595.57",50.9,75.19%,86.59%
Bharat Heavy Electricals,https://scanx.trade/company/bhel-bharat-heavy-electricals-ltd,281.5,1.19%,278,"63,90,786","98,020.08",173.81,2.59,295.25,176,1.30%,19.27%,17.61%,266.30%,732.84%,3.97,0.18%,1.15%,3.75%,0.29,270.36,243.08,54.41,72.83%,85.24%
Swiggy,https://scanx.trade/company/swiggy-ltd,391.9,-2.04%,394,"28,14,694","97,726.02",-26.51,41.09,594,297,-3.14%,-10.62%,-31.02%,-14.06%,-14.06%,5.58,-,-,-25.96%,-,404.75,384.32,44.49,65.00%,85.00%
ICICI Lombard General Insurance,https://scanx.trade/company/icici-lombard-general-insurance-ltd,"1,950.00",-0.47%,"1,959.30","1,41,253","97,000.91",34.85,-3.94,"2,068.70","1,613.70",-2.38%,3.81%,4.34%,57.42%,31.40%,6.1,0.63%,15.72%,-8.50%,42.73,"1,990.69","1,907.64",44.13,78.00%,87.50%
Lupin,https://scanx.trade/company/lupin-ltd,"2,112.40",0.26%,"2,107.20","9,87,508","96,484.82",22.16,17.31,"2,402.90","1,795.20",5.64%,6.10%,-2.63%,184.61%,116.39%,4.91,0.57%,13.47%,21.29%,49.64,"2,031.47","1,992.19",59.99,76.00%,87.50%
Marico,https://scanx.trade/company/marico-ltd,743.3,1.16%,735.05,"9,96,756","96,475.42",56.24,9.06,765.3,577.85,1.00%,5.05%,17.36%,43.37%,85.22%,23.55,1.42%,36.03%,36.91%,11.73,728.62,708.64,58.77,78.00%,87.50%
Shree Cement,https://scanx.trade/company/shree-cement-ltd,"26,420.00",1.05%,"26,140.00","46,123","95,325.34",54.81,30.98,"32,490.00","24,817.80",-0.26%,-10.89%,-1.08%,11.25%,10.88%,4.21,0.42%,11.55%,6.67%,582.58,"27,117.80","29,332.67",50.47,78.00%,87.50%
REC,https://scanx.trade/company/rural-electrification-corporation-ltd,357.1,0.66%,354.85,"52,71,033","94,032.43",5.41,-174.35,544.7,330.95,0.35%,-6.52%,-29.62%,213.25%,255.57%,1.12,5.07%,20.40%,9.48%,55.59,359.28,387.94,57.51,72.32%,86.06%
ICICI Prudential Life Insurance,https://scanx.trade/company/icici-prudential-life-insurance-ltd,649.95,-0.32%,652,"2,53,980","94,030.40",72.2,-3.94,693.5,525.8,7.01%,8.93%,-1.75%,45.76%,31.00%,7.45,0.13%,7.73%,0.44%,6.03,619.68,612.85,60.8,76.00%,80.00%
Siemens Energy,https://scanx.trade/company/siemens-energy-ltd,"2,625.10",1.14%,"2,605.00","4,88,094","93,485.19",84.05,9.9,"3,625.00","2,508.80",-17.00%,-25.22%,-4.02%,-4.02%,-4.02%,21.1,0.15%,-,12.93%,-,"3,092.16",-,26.71,-,87.50%
SRF,https://scanx.trade/company/srf-ltd,"3,101.60",0.11%,"3,105.00","4,72,293","91,939.12",56.77,205.33,"3,325.00","2,196.85",10.48%,6.69%,36.16%,35.25%,182.85%,6.92,0.23%,11.64%,12.90%,41.45,"2,960.33","2,981.75",66.86,76.00%,87.50%
Zydus Life Science,https://scanx.trade/company/cadila-healthcare-ltd,911.55,-0.68%,917.85,"3,04,792","91,723.26",18.36,17.31,"1,059.05",795,-1.63%,-12.01%,-5.52%,116.65%,86.22%,3.65,1.20%,17.34%,21.99%,41.43,947.8,948.65,38.57,76.00%,87.50%
Bharti Hexacom,https://scanx.trade/company/bharti-hexacom-ltd,"1,828.00",0.63%,"1,792.30","60,971","91,400.00",58.94,51.73,"2,052.90","1,234.00",4.75%,8.32%,22.59%,124.76%,124.76%,14.55,0.55%,10.87%,20.12%,8.38,"1,784.23","1,718.73",61.89,60.00%,86.53%
Aditya Birla Capital,https://scanx.trade/company/aditya-birla-capital-ltd,348.15,0.22%,348.2,"32,34,018","90,951.97",27.19,-3.94,368.95,149.01,4.91%,19.25%,86.92%,135.95%,310.55%,2.82,-,12.01%,9.58%,13.24,335.67,266.11,52.55,76.00%,87.18%
Mankind Pharma,https://scanx.trade/company/mankind-pharma-ltd,"2,193.00",-0.01%,"2,206.00","2,54,903","90,517.94",51.06,17.31,"2,998.40","2,090.00",-1.34%,-13.31%,-24.65%,54.19%,54.19%,5.93,-,20.28%,13.33%,48.99,"2,273.03","2,416.00",47.23,75.00%,87.50%
Meesho,https://scanx.trade/company/meesho-ltd,197.84,0.40%,196,"2,09,25,399","89,287.78",-22.57,41.09,254.4,153.89,16.31%,16.31%,16.31%,16.31%,16.31%,16.78,-,-,-95.95%,-,-,-,-,-,-
Havells,https://scanx.trade/company/havells-india-ltd,"1,418.20",-0.44%,"1,430.00","2,17,465","88,950.41",61.18,2.59,"1,721.20","1,380.00",-0.45%,-8.18%,-15.29%,27.70%,58.30%,10.31,0.70%,17.06%,22.51%,22.2,"1,448.01","1,516.06",46.47,78.00%,87.50%
Info Edge,https://scanx.trade/company/naukri-info-edge-ltd,"1,365.80",-0.07%,"1,364.50","3,71,678","88,561.29",53.47,41.09,"1,825.78","1,157.00",1.45%,-1.41%,-21.26%,75.18%,47.71%,1.82,0.44%,1.88%,4.80%,53.82,"1,354.13","1,388.06",53.02,75.95%,87.50%
PB FinTech,https://scanx.trade/company/policy-bazaar-ltd,"1,909.40",-0.36%,"1,916.30","2,91,059","87,690.59",191.97,40.47,"2,246.90","1,311.35",7.19%,10.04%,-7.24%,317.90%,58.81%,13.09,-,-8.90%,6.22%,2.28,"1,809.57","1,754.35",55.97,70.00%,84.16%
Waaree Energies,https://scanx.trade/company/waaree-energies-ltd,"3,046.70",-1.09%,"3,075.00","3,33,164","87,526.57",31.6,2.59,"3,865.00","1,863.00",-6.47%,-12.70%,6.20%,30.26%,30.26%,7.71,-,-,24.78%,-,"3,230.38","2,990.89",47.83,50.00%,83.23%
Dabur India,https://scanx.trade/company/dabur-india-ltd,488.2,-0.48%,490.7,"5,18,698","86,591.55",48.85,84.95,577,433.3,-4.72%,-5.72%,-4.27%,-13.76%,-5.12%,7.94,1.63%,17.58%,20.32%,10.6,507.75,501.35,30.72,78.00%,87.50%
One 97 Communications,https://scanx.trade/company/paytm-ltd,"1,315.30",-0.71%,"1,321.00","10,94,267","84,003.40",-139.15,41.09,"1,381.80",651.5,4.33%,13.17%,33.87%,160.79%,-15.73%,5.52,-,-13.67%,-4.12%,-,"1,304.71","1,063.88",51.65,68.53%,82.29%
JSW Energy,https://scanx.trade/company/jsw-energy-ltd,479.4,-1.02%,481.9,"7,12,818","83,788.02",37.9,9.9,674,418.75,-0.33%,-10.42%,-26.02%,81.80%,601.90%,2.9,0.41%,8.21%,5.73%,11.18,502.26,512.88,46.97,72.61%,85.77%
SBI Cards,https://scanx.trade/company/sbi-cards-ltd,864.6,-0.35%,874.9,"19,45,212","82,270.53",43.05,-3.94,"1,027.25",663.05,-0.59%,-2.28%,24.24%,9.07%,3.52%,5.58,0.29%,19.93%,20.03%,25.33,881.79,881.68,48.02,76.00%,87.50%
Hitachi Energy,https://scanx.trade/company/abb-power-products-systems-ltd,"18,350.00",-0.38%,"18,475.00","61,013","81,790.29",114.65,2.59,"22,840.00","8,801.00",-14.82%,-3.41%,30.78%,458.34%,1281.10%,17.94,0.03%,12.04%,13.08%,40.53,"19,692.66","17,869.20",37.47,50.00%,80.00%
Rail Vikas Nigam,https://scanx.trade/company/rail-vikas-nigam-ltd,387.95,12.22%,346.7,"10,29,98,642","80,888.35",63.43,-2.85,501.8,301.2,19.42%,11.59%,-9.47%,509.03%,1597.81%,7.54,0.50%,19.39%,14.76%,6.98,323.35,353.48,82.79,67.60%,82.16%
Bajaj Housing Finance,https://scanx.trade/company/bajaj-housing-finance-ltd,95.13,-0.03%,95.16,"36,69,310","79,265.50",33.64,16.78,136.96,92.1,-10.05%,-14.91%,-25.07%,-42.35%,-42.35%,3.74,-,-,8.84%,-,103.62,114.74,29.46,70.00%,87.50%
NHPC,https://scanx.trade/company/nhpc-ltd,78.36,0.71%,77.42,"90,63,484","78,712.89",21.72,9.9,92.34,71,1.82%,-9.19%,-4.50%,100.15%,238.49%,1.89,2.46%,8.28%,6.14%,3.6,80.42,83.34,52.43,75.25%,87.50%
GE Vernova T&D,https://scanx.trade/company/ge-td-india-ltd,"3,073.10",-2.85%,"3,163.00","2,35,611","78,685.66",88.05,2.59,"3,323.80","1,254.00",7.30%,1.66%,46.00%,70.42%,70.42%,38.82,0.16%,-,44.57%,-,"2,977.22","2,435.16",55.36,60.00%,70.00%
NTPC Green Energy,https://scanx.trade/company/ntpc-green-energyltd,92.98,-0.31%,93.81,"34,97,622","78,348.01",129.51,9.9,135,84.55,-2.43%,-9.14%,-30.10%,-23.57%,-23.57%,4.19,-,-,3.47%,-,96.24,101.86,50.38,70.00%,87.50%
Lenskart Solutions,https://scanx.trade/company/lenskart-solutions-ltd,451.05,-0.21%,458.25,"49,10,140","78,251.32",264.27,84.95,495,356.1,8.82%,11.90%,11.90%,11.90%,11.90%,9.48,-,-,6.18%,-,-,-,63.09,-,70.00%
L&T Finance,https://scanx.trade/company/lt-finance-holdings-ltd,301.3,-0.64%,303.25,"33,94,545","75,321.08",28.13,-3.94,315.35,129.2,2.99%,22.07%,117.31%,255.73%,258.35%,2.88,0.90%,9.85%,10.60%,9.93,291.88,219.2,52.19,75.00%,87.31%
Dixon Technologies,https://scanx.trade/company/dixon-technologies-ltd,"12,328.00",-2.38%,"12,700.00","7,22,112","74,601.24",44.91,10.9,"18,700.00","12,130.00",-15.96%,-32.12%,-31.10%,222.91%,384.67%,18.86,0.06%,19.86%,41.33%,72.3,"14,645.80","15,483.94",28.26,70.00%,84.94%
Nykaa,https://scanx.trade/company/nykaa-ltd,259.45,0.58%,258.1,"24,63,160","74,215.10",716.39,41.17,273.22,154.9,-4.32%,9.45%,60.21%,72.28%,-29.43%,53.19,-,1.78%,12.91%,0.14,257.3,219.81,56.62,75.00%,87.50%
UNO Minda,https://scanx.trade/company/minda-industries-ltd,"1,271.40",-1.62%,"1,296.00","2,37,899","73,221.29",63.36,176.6,"1,382.00",767.6,-0.63%,-2.86%,20.06%,142.29%,532.85%,11.96,0.17%,17.56%,19.22%,15.45,"1,262.40","1,121.23",50.62,70.00%,70.00%
Suzlon Energy,https://scanx.trade/company/suzlon-ltd,53.2,-0.19%,53.3,"4,18,85,960","72,929.31",22.88,2.59,74.3,46.15,-2.58%,-7.48%,-17.99%,442.86%,983.50%,9.25,-,262.69%,24.15%,0.68,54.85,58.72,47.67,50.00%,84.11%
AU Small Finance Bank,https://scanx.trade/company/au-small-finance-bank-ltd,974.95,0.09%,974.05,"14,70,189","72,721.35",33.48,9.52,"1,007.25",478.35,5.39%,32.44%,75.30%,48.84%,124.68%,4.01,0.10%,38.28%,16.45%,23.05,920.19,757.74,60.28,76.00%,87.50%
NMDC,https://scanx.trade/company/nmdc-ltd,82.61,1.45%,81.7,"2,61,05,816","72,629.20",10.19,-97.82,82.49,59.53,13.88%,7.01%,16.66%,113.90%,209.86%,2.2,4.05%,24.47%,29.74%,20.82,75.88,71.73,71.51,75.15%,87.50%
Lloyds Metals & Energy,https://scanx.trade/company/lloyds-metals-energy-ltd,"1,369.80",-0.39%,"1,374.40","1,80,818","72,112.88",40.36,-97.82,"1,612.00",942.15,14.95%,5.14%,15.19%,143.17%,143.17%,9.09,0.07%,44.22%,26.34%,26.73,"1,287.60","1,339.37",67.71,50.00%,65.00%
Aurobindo Pharma,https://scanx.trade/company/aurobindo-pharma-ltd,"1,206.20",-0.43%,"1,213.70","3,10,348","70,056.29",20.59,17.31,"1,356.20","1,010.00",1.02%,10.57%,-4.46%,175.89%,32.70%,2.01,-,10.62%,15.74%,61.22,"1,175.80","1,140.71",53.21,76.00%,87.50%
Coromandel International,https://scanx.trade/company/coromandel-international-ltd,"2,354.80",-1.88%,"2,400.00","1,20,712","69,448.02",29.73,33.21,"2,718.90","1,596.00",2.34%,5.56%,26.92%,169.89%,193.58%,5.81,0.62%,17.37%,25.05%,49.55,"2,258.12","2,260.19",54.74,69.49%,87.22%
IDFC First Bank,https://scanx.trade/company/idfc-first-bank-ltd,85.12,1.04%,84.12,"2,11,44,747","69,389.46",50.43,9.52,85.95,52.46,9.17%,21.53%,36.65%,52.96%,137.10%,1.38,0.25%,9.12%,5.55%,3.82,80.33,71.18,64.27,76.00%,87.50%
Prestige Estates Projects,https://scanx.trade/company/prestige-estate-ltd,"1,609.60",-0.52%,"1,602.90","14,76,794","69,330.34",82.49,-2.85,"1,814.00","1,048.05",-1.33%,2.35%,-8.12%,252.29%,503.41%,4.4,0.11%,10.40%,8.96%,33.42,"1,688.54","1,541.64",42.94,72.15%,85.19%
Bharat Forge,https://scanx.trade/company/bharat-forge-ltd,"1,443.80",-0.46%,"1,447.30","5,44,143","69,026.44",64.27,20.81,"1,470.60",919.1,2.24%,19.42%,8.98%,64.85%,174.17%,7.41,0.59%,12.70%,16.45%,22.02,"1,374.54","1,237.12",60.32,76.00%,87.50%
Fortis Healthcare,https://scanx.trade/company/fortis-healthcare-ltd,902.4,-0.03%,903,"11,30,940","68,127.42",65.61,-84.21,"1,104.30",577,-2.15%,-6.04%,32.16%,227.73%,485.78%,7.22,0.11%,7.54%,9.86%,8.5,955.26,836.37,48.82,75.00%,87.50%
Oracle Financial Services Software,https://scanx.trade/company/oracle-financial-services-software-ltd,"7,777.00",-0.06%,"7,750.00","89,564","67,591.09",28.53,33.59,"13,220.00","7,038.00",-4.54%,-14.18%,-36.77%,158.91%,141.52%,9.19,3.40%,28.24%,36.86%,269.28,"8,220.09","8,474.29",38.65,75.09%,87.09%
Yes Bank,https://scanx.trade/company/yes-bank-ltd,21.52,-0.78%,21.67,"3,73,56,486","67,510.09",24.1,9.52,24.3,16.02,-3.06%,1.56%,8.69%,9.80%,22.62%,1.38,-,3.05%,5.95%,0.46,22.44,20.3,39.89,70.00%,87.00%
Bharti Airtel - PP,https://scanx.trade/company/bharti-airtel-ltd-ppd-up,"1,690.05",-0.79%,"1,703.50","4,39,370","66,298.58",-,51.73,"1,729.00","1,097.60",4.08%,15.42%,44.76%,282.80%,393.66%,12.74,-,-,-,-,"1,585.86","1,449.78",63.73,-,-
Indusind Bank,https://scanx.trade/company/indusind-bank-ltd,849.85,0.21%,841.05,"42,57,972","66,209.77",-87,9.52,"1,086.55",606,1.65%,14.73%,-9.14%,-28.92%,-0.35%,1.02,-,14.20%,5.98%,115.87,823.23,794.6,54.69,70.00%,85.23%
Alkem Laboratories,https://scanx.trade/company/alkem-laboratories-ltd,"5,535.00",-0.56%,"5,539.00","40,414","66,179.23",27.6,17.31,"5,868.00","4,491.65",-1.60%,-0.74%,2.38%,79.64%,89.81%,4.98,0.81%,16.91%,19.29%,179.8,"5,624.46","5,220.33",42.41,78.00%,87.50%
Phoenix Mills,https://scanx.trade/company/phoenix-mills-ltd,"1,850.40",-0.16%,"1,853.40","94,535","66,168.69",47.19,-2.85,"1,864.70","1,402.50",10.28%,17.28%,9.07%,179.60%,398.09%,6.15,0.13%,13.29%,10.43%,61.08,"1,738.51","1,607.13",72.81,73.22%,86.32%
Oil India,https://scanx.trade/company/oil-india-ltd,402.75,-1.50%,409,"16,96,823","65,511.63",10.01,-127.61,494.55,325,-4.24%,-0.95%,-5.37%,199.00%,454.75%,1.18,2.81%,23.55%,11.77%,51.54,418.29,415.42,41.54,72.79%,86.38%
Torrent Power,https://scanx.trade/company/torrent-power-ltd,"1,299.20",1.44%,"1,278.10","2,59,777","65,467.15",21.15,9.9,"1,640.00","1,188.00",-0.24%,2.76%,-13.51%,165.22%,307.59%,3.43,1.48%,15.05%,14.83%,47.61,"1,299.86","1,363.09",53.54,73.97%,86.81%
Indian Overseas Bank,https://scanx.trade/company/indian-overseas-bank-ltd,33.93,0.03%,33.81,"39,99,606","65,337.61",14.82,9.74,54.54,33.5,-11.71%,-14.17%,-34.36%,8.75%,220.09%,2.12,-,9.67%,5.53%,1.49,38.31,38.69,22.24,64.04%,80.00%
UPL,https://scanx.trade/company/upl-united-phosphorus-ltd,774.05,0.17%,775,"14,76,893","65,276.66",27.56,22.69,786.3,493,4.22%,14.48%,53.43%,12.35%,79.56%,2.05,0.73%,-5.74%,7.50%,-,737.97,685.43,60.85,76.00%,87.50%
Jindal Stainless,https://scanx.trade/company/jsl-jindal-stainless-ltd,792.05,-0.33%,794.5,"1,67,964","65,246.67",23.65,22.81,826,496.6,4.98%,-0.93%,8.49%,262.99%,998.54%,3.62,0.38%,17.41%,17.24%,30.84,771.29,702.11,56.4,70.00%,75.00%
GIC of India,https://scanx.trade/company/general-insurance-corporation-of-india-ltd,371.3,-0.32%,375.05,"4,99,144","65,140.87",6.82,-3.94,518.8,351,-1.79%,2.31%,-20.81%,123.61%,163.24%,0.97,2.68%,14.56%,-53.04%,40.52,381.68,389.89,44.53,64.68%,80.00%
Federal Bank,https://scanx.trade/company/federal-bank-ltd,262,0.10%,261.7,"39,31,332","64,458.80",15.93,9.52,271.1,172.66,5.57%,35.34%,33.18%,100.38%,301.84%,1.78,0.46%,12.70%,6.45%,16.45,246.6,210.93,59.35,76.00%,87.50%
MRF,https://scanx.trade/company/mrf-ltd,"1,50,205.00",-0.81%,"1,52,200.00","3,539","63,704.09",34.64,35,"1,63,600.00","1,02,124.05",-3.38%,-2.30%,15.24%,71.47%,97.92%,3.3,0.16%,12.46%,13.78%,"4,866.72","1,55,398.70","1,42,333.73",38.76,73.50%,87.50%
Vishal Mega Mart,https://scanx.trade/company/vishal-mega-mart-ltd,136.26,-0.38%,136.5,"50,08,679","63,647.97",86.52,41.17,157.6,95.99,2.00%,-7.58%,30.53%,21.74%,21.74%,9.26,-,-,13.04%,-,138.49,132,51.21,65.00%,87.50%
Bank of India,https://scanx.trade/company/bank-of-india-ltd,139.77,-0.01%,140,"24,70,349","63,632.64",6.59,9.74,151.43,90.05,-4.17%,15.52%,36.56%,59.83%,185.83%,0.85,2.90%,9.28%,5.62%,15.14,141.29,121.39,45.64,70.00%,87.34%
Berger Paints,https://scanx.trade/company/berger-paints-ltd,542.05,-2.36%,554,"3,47,472","63,197.33",59.86,44.43,605,437.75,-6.43%,1.17%,22.12%,11.11%,-11.02%,10.3,0.68%,21.71%,24.17%,10.01,551.9,547.29,45.11,72.37%,80.00%
HDB Financial Services,https://scanx.trade/company/hdb-financial-services-ltd,758.4,0.64%,753,"4,58,276","62,914.34",28.72,-3.94,891.9,705.05,2.29%,-1.88%,-9.82%,-9.82%,-9.82%,3.41,0.38%,-,9.35%,-,743.93,-,52.65,-,70.00%
Adani Total Gas,https://scanx.trade/company/adani-gas-ltd,569.8,0.81%,565.15,"8,42,886","62,667.18",99.31,41.09,798,532.6,-5.33%,-14.61%,-15.08%,-82.79%,54.61%,13.78,0.04%,18.64%,15.92%,6.27,605.17,624.81,33.94,70.30%,82.09%
Abbott,https://scanx.trade/company/abbott-india-ltd,"28,905.00",1.37%,"28,515.00","3,858","61,421.11",40.3,46.93,"37,000.00","25,325.00",-2.59%,-4.27%,1.37%,32.76%,83.79%,15.16,1.66%,32.48%,42.09%,583.05,"29,176.80","30,920.41",54,73.15%,80.00%
Oberoi Realty,https://scanx.trade/company/oberoi-realty-ltd,"1,680.60",0.49%,"1,671.00","3,14,160","61,106.99",27.24,-2.85,"2,343.65","1,451.95",4.57%,3.73%,-26.63%,101.74%,215.19%,3.63,0.48%,13.92%,16.69%,60.22,"1,688.11","1,687.25",54.33,75.70%,87.50%
Godrej Properties,https://scanx.trade/company/godrej-properties-ltd,"2,002.60",-0.17%,"2,006.00","3,75,373","60,319.58",39.26,-2.85,"2,899.95","1,900.00",-2.14%,-0.82%,-30.09%,65.90%,46.81%,3.3,-,7.25%,8.74%,40.29,"2,140.52","2,141.16",40.72,73.82%,85.95%
JSW Infrastructure,https://scanx.trade/company/jswinfra.ltd,284.3,-1.71%,288.95,"5,59,955","59,703.04",37.74,41.09,349,218.2,5.69%,-17.05%,-8.97%,80.74%,80.74%,5.95,0.27%,14.10%,13.30%,5.37,280.94,297.84,58.74,60.00%,75.00%
Patanjali Foods,https://scanx.trade/company/ruchi-soya-industries-ltd,546.55,-0.12%,547.5,"4,05,275","59,455.25",41.93,9.06,670.33,521,-4.07%,-9.03%,-5.58%,-52.27%,-19.88%,4.94,0.61%,1.75%,15.86%,25.98,569.81,588.17,45,75.00%,87.50%
Schaeffler India,https://scanx.trade/company/schaeffler-india-ltd,"3,803.80",0.69%,"3,757.60","42,354","59,454.79",55.4,20.78,"4,392.00","2,823.00",-4.29%,-6.90%,14.19%,36.93%,348.11%,10.86,0.74%,18.71%,23.77%,58.28,"3,946.52","3,876.11",42.79,69.50%,80.00%
